Index	Mass	RT	ParentCompound	ParentCompoundSmiles	GoodFilter	FilterNoisyT0	FilterNoisyT12	FilterDifferentMassDefect	FilterLikelyDrugFragment	FilterLikelyDrugMetaboliteFragment	PotentialFragments	IonSpectrum	LeadingMZ	DrugMassFlag	DrugMassDelta	MassDiff	DrugConsumedFlag	NumberOfDrugs	NumberOfIncreasedT12vsT0
1731	282.105	2.075	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(305.0951, 3968.51)(283.1114, 13199.82)(284.1134, 1041.22)(321.0715, 12183.11)	283.111	0	-51.126	-51.126	1	1	0
1781	285.17	2.054	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(286.1773, 142012.75)(287.1804, 26684.79)(288.1822, 3479.3)	286.177	0	-48.06	-48.06	1	1	0
1813	288.102	2.071	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(289.1095, 94522.53)(290.1128, 14043.23)(291.1089, 9566.57)(292.1104, 2472.58)(327.06, 790.32)	289.11	0	-45.128	-45.128	1	1	5
1814	288.134	2.126	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(289.1408, 9444.4)(290.1445, 2296.8)(291.1411, 1317.89)(327.1013, 1242.49)	289.141	0	-45.097	-45.097	1	1	1
1818	288.162	2.111	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(311.1485, 4099.77)(289.1697, 1124929.8)(290.1725, 31113.58)	289.17	0	-45.068	-45.068	1	1	0
1868	291.174	2.076	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(292.1816, 39380.63)(293.1806, 1497.25)(294.1856, 1829.97)	292.182	0	-42.056	-42.055	1	1	3
1869	291.179	2.091	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(292.186, 52484.8)(293.1777, 6565.74)	292.186	0	-42.052	-42.052	1	1	1
1893	293.151	2.089	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(294.1581, 6941.53)(295.1679, 2825.8)	294.158	0	-40.08	-40.08	1	1	1
1934	296.034	2.158	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(297.0414, 7677.54)(298.0456, 1937.07)(299.0431, 1259.84)	297.041	0	-37.197	-37.197	1	1	1
1936	296.089	2.049	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(297.0967, 15949.34)(298.0961, 2844.66)(299.1002, 2006.51)	297.097	0	-37.141	-37.141	1	1	0
1958	297.187	2.168	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(298.1938, 7575.77)(299.1982, 2259.41)(300.1839, 6391.85)	298.194	0	-36.044	-36.044	1	1	1
1973	298.165	2.121	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(299.1709, 37976.34)(300.1747, 3147.88)(301.1773, 1659.84)	299.171	0	-35.065	-35.065	1	1	1
1985	299.133	2.096	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(322.1229, 8148.92)(323.1378, 2704.92)(300.1402, 32303.64)(301.1418, 8681.49)(338.093, 3468.76)(339.097, 1303.55)(599.2653, 4976.24)(600.2634, 1845.13)	300.14	0	-34.097	-34.097	1	1	4
2001	301.096	2.076	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(324.0888, 5288.33)(302.1044, 6570.05)(303.1016, 3031.73)(304.0963, 1284.79)(641.1563, 418.5)	302.104	0	-32.134	-32.134	1	1	2
2004	301.131	2.054	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(302.1379, 27633.2)(303.1383, 5657.17)(304.1474, 3615.24)	302.138	0	-32.1	-32.1	1	1	0
2017	302.091	2.076	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(325.0773, 2586.19)(303.0977, 76342.65)(304.1, 10335.8)(305.0929, 6024.35)	303.098	0	-31.14	-31.14	1	1	5
2082	307.098	2.173	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(637.2028, 559.72)(308.1105, 13765.56)(309.1108, 6311.23)(310.1107, 3089.92)(615.1997, 11912.88)(616.2038, 6543.52)(617.2103, 3067.74)	308.111	0	-26.132	-26.133	1	1	0
2086	307.103	2.182	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(330.0893, 656.85)(637.1936, 561.17)(308.1048, 19099.28)(653.1607, 926.01)(615.2007, 13532.8)(616.206, 8214.91)(617.2082, 3650.48)	308.105	0	-26.127	-26.127	1	1	0
2088	307.136	2.105	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(308.1432, 24449.82)(309.1561, 2557.49)(310.1409, 35266.33)(311.1507, 5187.4)	310.141	0	-26.094	-26.094	1	1	0
2127	310.091	2.131	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(311.0983, 3881.93)(312.104, 1320.52)(313.089, 10080.96)	313.089	0	-23.139	-23.139	1	1	1
2157	312.036	2.014	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(313.0437, 18126.96)(314.0561, 6879.49)(315.0522, 1698.55)	313.044	0	-21.194	-21.194	1	1	0
2162	312.084	2.139	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(313.0901, 8089.98)(314.097, 2449.42)(351.0416, 812.33)	313.09	0	-21.146	-21.146	1	1	1
2163	312.08	2.132	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(313.0873, 8602.99)(314.0989, 1870.92)(315.0937, 762.83)(351.0464, 489.28)	313.087	0	-21.15	-21.15	1	1	1
2167	312.136	2.133	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(335.1281, 2440.31)(313.1425, 44298.41)(314.1575, 36339.38)(315.1313, 39501.6)	313.142	0	-21.095	-21.095	1	1	0
2189	313.152	2.114	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(336.1401, 2633.63)(314.1592, 37378.43)(315.1612, 7763.59)(316.1667, 3275.61)	314.159	0	-20.078	-20.078	1	1	0
2192	313.187	2.148	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(336.1753, 2860.67)(314.1934, 53298.03)(315.1961, 8815.1)(316.203, 2044.48)(352.1524, 6619.12)	314.193	0	-20.044	-20.044	1	1	2
2194	313.191	2.147	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(336.1763, 3249.77)(337.1767, 1279.99)(314.1941, 57541.69)(315.1973, 9263.28)(316.2038, 1708.63)(352.1512, 4274.88)	314.194	0	-20.039	-20.039	1	1	2
2222	315.122	2.127	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(316.1301, 66361.44)(317.129, 31285.32)(318.1305, 10933.97)	316.13	0	-18.109	-18.109	1	1	0
2226	315.203	2.037	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(316.2101, 8892.74)(317.2125, 1809.4)	316.21	0	-18.027	-18.027	1	1	1
2238	316.127	2.068	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	1	1	0	0	0		(317.1346, 14696.99)(318.1376, 4500.97)(319.133, 4272.4)(355.0852, 1098.05)	317.135	0	-17.103	-17.103	1	1	1
2246	316.176	2.132	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	1	1	0	0	0		(339.1689, 4484.29)(317.1817, 17346.19)(318.1757, 2645.61)(319.181, 643.42)(633.3563, 11353.14)(634.3532, 4095.34)	317.182	0	-17.054	-17.054	1	1	0
2253	317.056	2.075	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(340.0461, 1002.48)(318.0629, 42049.76)(319.0691, 20254.51)(320.0701, 4208.52)	318.063	0	-16.174	-16.174	1	1	1
2257	317.139	2.119	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(657.2642, 1899.18)(356.1019, 637.99)(318.1446, 19995.12)(319.1473, 2641.24)	318.145	0	-16.091	-16.091	1	1	1
2258	317.161	2.085	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(657.3136, 2138.46)(318.1683, 22788.03)(319.1712, 3821.33)(320.1765, 8663.95)(321.1809, 873.85)	318.168	0	-16.07	-16.07	1	1	1
2269	318.063	2.049	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(319.0695, 9174.38)(320.0716, 1602.8)(321.0711, 8453.38)(322.0744, 1688.85)(323.0664, 2250.95)	319.07	0	-15.167	-15.167	1	1	2
2299	319.104	2.103	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(358.0682, 2289.05)(359.0596, 1509.43)(320.1112, 10038.71)(321.113, 3422.45)	320.111	0	-14.126	-14.126	1	1	0
2306	319.169	2.081	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(661.3252, 6819.33)(662.3143, 3051.1)(663.3171, 4463.65)(320.1769, 23110.09)(321.1748, 4450.96)(322.1653, 25611.85)(639.3399, 2328.81)	322.165	0	-14.062	-14.062	1	1	0
2308	320.065	2.062	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(321.0722, 11346.05)(322.0774, 1818.13)(323.0686, 757.29)	321.072	0	-13.166	-13.166	1	1	1
2328	321.087	2.134	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(322.0942, 10150.09)(323.1024, 2972.9)(643.179, 534.64)	322.094	0	-12.143	-12.143	1	1	3
2392	325.117	2.056	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(326.1242, 20189.2)(327.1298, 2147.69)(328.1285, 1002.55)(364.0762, 530.16)	326.124	0	-8.113	-8.113	1	1	0
2399	325.151	2.13	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(651.3139, 3427.99)(652.3155, 1739.19)(348.1396, 4834.91)(349.1364, 1753.79)(364.112, 1508.08)(326.1593, 10890.13)(327.1608, 2589.02)	326.159	0	-8.079	-8.079	1	1	2
2420	326.181	2.008	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(349.1699, 31873.24)(327.189, 60927.41)(328.1933, 12070.05)(329.179, 9167.91)(365.1413, 6847.63)	327.189	0	-7.049	-7.049	1	1	0
2426	327.05	2.131	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(328.0579, 8239.79)(329.0633, 1689.78)(330.0614, 704.6)(655.1081, 489.66)	328.058	0	-6.18	-6.18	1	1	2
2427	327.054	2.137	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	1	0	0	0	0		(328.0612, 10332.15)(329.0653, 2323.55)	328.061	0	-6.176	-6.176	1	1	3
2446	327.205	2.153	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(328.212, 21616.68)(329.2121, 4526.77)	328.212	0	-6.025	-6.025	1	1	0
2451	328.008	2.023	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	0	0	1	0	0		(329.0146, 37123.26)(330.0186, 5896.39)(331.0159, 2639.45)	329.015	0	-5.223	-5.223	1	1	0
2464	328.148	1.802	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	1	1	0	0	0		(679.2689, 2036.03)(329.1552, 14467.5)(330.1582, 4814.48)(331.1591, 2676.06)	329.155	0	-5.082	-5.082	1	1	0
2486	329.146	2.104	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(330.1536, 17405.47)(331.1574, 2843.75)(368.1063, 1162.56)	330.154	0	-4.084	-4.084	1	1	10
2487	329.158	2.098	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	1	1	0	0	0		(352.1361, 2430.93)(330.1517, 10659.13)(331.163, 4567.96)(697.2742, 2806.1)(698.2791, 2074.17)	330.152	0	-4.072	-4.072	1	1	0
2530	331.178	2.122	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(332.1858, 107651.91)(333.1885, 10151.99)	332.186	0	-2.053	-2.052	1	1	0
2531	331.189	2.125	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	1	1	0	0	0		(663.3801, 17390.56)(664.3817, 6433.52)(665.3843, 2073.45)(332.2044, 64441.11)(333.2077, 10592.28)(334.2079, 2014.64)(335.2201, 331.97)	332.204	0	-2.042	-2.042	1	1	5
2532	331.197	2.06	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(685.38, 4711.39)(332.2043, 131436.94)(333.2071, 22298.51)(334.2084, 3781.63)	332.204	0	-2.033	-2.034	1	1	2
2551	333.137	2.046	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(667.2842, 908.31)(334.1439, 8038.4)(335.1435, 814.62)(336.1404, 10502.37)(337.1439, 1064.2)(338.1452, 14162.41)	338.145	0	-0.094	-0.094	1	1	0
2558	333.231	3.062	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(356.2175, 7276.21)(334.2379, 892738.1)(335.2414, 186650.25)(336.2438, 20885.3)(337.2459, 2087.62)	334.238	1	0.001	0.0	1	1	0
2588	335.17	2.096	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(336.1777, 15430.48)(337.1805, 2085.74)(709.3067, 505.88)	336.178	0	1.94	1.94	1	1	1
2592	335.173	2.107	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(336.1803, 49343.52)(337.1828, 10105.97)(671.3475, 2431.11)	336.18	0	1.943	1.943	1	1	1
2602	336.037	2.063	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(673.0898, 410.37)(337.0447, 9484.06)(338.048, 1479.58)(339.0455, 2145.47)(340.0525, 452.74)(341.0448, 755.99)	337.045	0	2.807	2.807	1	1	4
2620	337.063	2.152	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(338.0706, 10590.89)(339.0763, 2425.13)(340.0719, 6291.12)	338.071	0	3.833	3.833	1	1	1
2623	337.098	2.051	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(338.1053, 16631.07)(339.1091, 2353.87)(340.1103, 1174.67)	338.105	0	3.868	3.868	1	1	1
2649	339.105	2.064	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(362.0952, 5826.74)(340.1114, 153022.53)(341.1143, 28277.95)(378.0683, 1719.31)	340.111	0	5.874	5.874	1	1	3
2662	340.132	2.068	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(341.1407, 70332.06)(342.1399, 4201.28)(343.1382, 2848.32)	341.141	0	6.902	6.902	1	1	0
2665	340.159	2.073	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(363.148, 19680.89)(364.1398, 6861.31)(365.1411, 7178.35)(341.1668, 33655.36)(342.1736, 8742.52)(343.1632, 3270.1)(379.1185, 5101.49)	341.167	0	6.929	6.929	1	1	2
2682	341.164	2.125	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(342.1709, 9999.83)(343.1704, 2689.74)(344.1726, 2281.07)(380.1278, 3979.28)(381.1315, 1543.92)	342.171	0	7.934	7.934	1	1	2
2683	341.168	2.15	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(342.1738, 11752.78)(343.1778, 2879.32)	342.174	0	7.938	7.938	1	1	1
2685	341.219	1.901	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(380.1782, 2673.23)(342.2267, 121271.96)(343.2295, 19898.85)(344.2306, 2976.15)(345.2351, 267.98)	342.227	0	7.989	7.989	1	1	7
2687	341.223	2.036	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(342.225, 14671.71)(683.4407, 3831.07)(684.4414, 1689.13)	342.225	0	7.993	7.993	1	1	0
2688	341.229	2.077	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	1	1	0	0	0		(364.2199, 56564.21)(365.2197, 15552.43)(366.2065, 6389.81)(342.228, 612611.44)(343.2308, 107255.26)(380.1922, 12970.14)(381.2006, 2148.22)(382.1948, 4185.01)(683.4684, 98913.6)(684.4711, 38324.72)(685.4754, 11231.44)(686.48, 2515.15)	342.228	0	7.999	7.999	1	1	0
2695	342.04	2.08	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(365.026, 881.79)(343.0471, 9939.87)(344.0526, 1885.58)(345.0487, 2856.2)	343.047	0	8.81	8.81	1	1	7
2725	343.209	2.055	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(344.2172, 87621.41)(345.2192, 12601.6)(725.3895, 1028.56)(726.4001, 925.43)	344.217	0	9.979	9.979	1	1	5
2749	344.804	2.123	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	1	0	1	0	0		(345.8109, 21397.5)(346.8143, 1400.5)(347.8227, 410.48)	345.811	0	11.573	11.573	1	1	1
2750	344.807	2.116	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	0	0	1	0	0		(345.8136, 16456.19)(346.8172, 709.94)(347.8148, 488.89)(690.6219, 477.73)	345.814	0	11.577	11.577	1	1	1
2755	345.084	2.044	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(346.0927, 9728.42)(347.0934, 4455.46)	346.093	0	11.854	11.854	1	1	0
2758	345.117	2.107	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(368.1071, 2280.14)(346.1233, 9534.07)(347.1275, 5423.45)	346.123	0	11.887	11.887	1	1	0
2759	345.124	2.083	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(368.1122, 1045.88)(346.1309, 27544.12)(347.1347, 6045.97)(348.1233, 33609.77)	348.123	0	11.893	11.893	1	1	1
2768	345.214	2.137	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(346.2215, 12952.68)(347.2232, 2884.49)	346.221	0	11.984	11.984	1	1	4
2769	345.221	2.002	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	1	1	0	0	0		(346.2214, 15022.29)(347.2241, 3304.74)	346.221	0	11.99	11.99	1	1	2
2770	345.225	2.018	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	1	1	0	0	0		(729.4176, 1726.26)(346.2307, 11103.75)(347.2337, 2187.49)(348.2198, 2107.92)	346.231	0	11.995	11.995	1	1	0
2789	347.099	2.096	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(348.1067, 7125.89)(349.1045, 3341.4)(350.1086, 2537.96)	348.107	0	13.869	13.869	1	1	1
2790	347.102	2.084	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(348.1087, 10201.67)(349.1212, 4061.19)	348.109	0	13.872	13.872	1	1	1
2791	347.116	2.086	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(370.1057, 2515.22)(386.0779, 1152.98)(348.1235, 124045.55)(349.1244, 64548.89)(350.1246, 33954.58)	348.123	0	13.886	13.886	1	1	0
2792	347.119	2.108	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(717.2302, 1293.12)(348.1258, 128133.13)(349.1268, 64284.89)(350.1266, 25469.91)(386.0797, 797.69)	348.126	0	13.889	13.889	1	1	0
2796	347.185	2.117	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(348.1923, 20943.13)(349.1931, 6415.45)	348.192	0	13.955	13.955	1	1	0
2804	348.109	2.083	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	0	0	1	0	0	0		(371.1033, 627.95)(349.1168, 49992.06)(350.1219, 8462.71)(351.1233, 2468.85)(735.179, 492.02)(387.0849, 425.29)	349.117	0	14.879	14.879	1	1	0
2806	348.112	2.06	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(349.1196, 28483.37)(350.1239, 11052.06)(351.1228, 3904.14)(387.0768, 996.48)(697.2224, 691.12)	349.12	0	14.882	14.882	1	1	0
2807	348.117	2.053	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(349.1246, 16500.65)(350.1254, 7155.82)(351.124, 3477.8)(352.128, 657.07)	349.125	0	14.887	14.887	1	1	1
2823	349.18	2.023	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(699.3654, 7499.88)(700.3649, 3567.48)(350.1965, 12694.85)(351.1948, 3648.53)(352.1877, 1958.54)	350.197	0	15.949	15.949	1	1	0
2824	349.188	2.041	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(350.1953, 17470.99)(351.1928, 4293.48)(352.1869, 2388.63)	350.195	0	15.958	15.958	1	1	0
2864	352.086	2.039	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(353.0927, 34320.11)(354.0924, 7144.65)(355.0941, 984.79)	353.093	0	18.855	18.855	1	1	3
2892	354.082	2.113	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(355.0896, 17151.65)(356.0933, 5344.69)(357.0877, 3389.63)(358.0918, 758.76)	355.09	0	20.852	20.852	1	1	1
2895	354.122	2.064	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(355.131, 101248.37)(356.1349, 8394.91)(357.127, 3013.22)	355.131	0	20.892	20.892	1	1	1
2902	354.183	2.006	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(355.1904, 1440552.9)(356.194, 292331.53)(357.2, 37076.66)(358.1989, 3056.61)(393.1362, 2634.0)	355.19	0	20.952	20.952	1	1	0
2907	354.191	1.942	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(377.1724, 3961.84)(355.1875, 11475.91)(356.1909, 5771.22)(357.1959, 3316.43)(747.3444, 2030.05)(709.3801, 1408.57)	355.188	0	20.961	20.961	1	1	0
2933	356.113	2.118	CARBETAPENTANE CITRATE	CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	1	0	0	0	0	0		(357.1201, 27834.28)(358.1229, 4938.38)	357.12	0	22.882	22.882	1	1	1
